t_s,H_m,P_bar
3.9395091222611165,65.0,6.3765
3.939687906428226,65.0,6.3765
3.939866690595336,65.0,6.3765
3.9400454747624454,65.0,6.3765
3.9402242589295553,65.0,6.3765
3.940403043096665,65.0,6.3765
3.9405818272637743,65.0,6.3765
3.940760611430884,65.0,6.3765
3.9409393955979937,65.0,6.3765
3.941118179765103,65.0,6.3765
3.941296963932213,65.0,6.3765
3.9414757480993226,65.0,6.3765
3.9416545322664325,65.0,6.3765
3.941833316433542,65.0,6.3765
3.9420121006006514,65.0,6.3765
3.9421908847677614,65.0,6.3765
3.942369668934871,65.0,6.3765
3.9425484531019808,65.0,6.3765
3.9427272372690902,65.0,6.3765
3.9429060214361997,65.0,6.3765
3.9430848056033097,65.0,6.3765
3.943263589770419,65.0,6.3765
3.9434423739375286,65.0,6.3765
3.9436211581046385,65.0,6.3765
3.943799942271748,65.0,6.3765
3.943978726438858,65.0,6.3765
3.9441575106059674,65.0,6.3765
3.944336294773077,65.0,6.3765
3.944515078940187,65.0,6.3765
3.9446938631072963,65.0,6.3765
3.944872647274406,65.0,6.3765
3.9450514314415157,65.0,6.3765
3.945230215608625,65.0,6.3765
3.945408999775735,65.0,6.3765
3.9455877839428446,65.0,6.3765
3.945766568109954,65.0,6.3765
3.945945352277064,65.0,6.3765
3.9461241364441735,65.0,6.3765
3.9463029206112834,65.0,6.3765
3.946481704778393,65.0,6.3765
3.9466604889455024,65.0,6.3765
3.9468392731126123,65.0,6.3765
3.9470180572797218,65.0,6.3765
3.9471968414468313,65.0,6.3765
3.947375625613941,65.0,6.3765
3.9475544097810507,65.0,6.3765
3.9477331939481606,65.0,6.3765
3.94791197811527,65.0,6.3765
3.9480907622823795,65.0,6.3765
3.9482695464494895,65.0,6.3765
3.948448330616599,65.0,6.3765
3.9486271147837084,65.0,6.3765
3.9488058989508183,65.0,6.3765
3.948984683117928,65.0,6.3765
3.9491634672850378,65.0,6.3765
3.9493422514521472,65.0,6.3765
3.9495210356192567,65.0,6.3765
3.9496998197863666,65.0,6.3765
3.949878603953476,65.0,6.3765
3.9500573881205856,65.0,6.3765
3.9502361722876955,65.0,6.3765
3.950414956454805,65.0,6.3765
3.950593740621915,65.0,6.3765
3.9507725247890244,65.0,6.3765
3.950951308956134,65.0,6.3765
3.951130093123244,65.0,6.3765
3.9513088772903533,65.0,6.3765
3.951487661457463,65.0,6.3765
3.9516664456245727,65.0,6.3765
3.951845229791682,65.0,6.3765
3.952024013958792,65.0,6.3765
3.9522027981259016,65.0,6.3765
3.952381582293011,65.0,6.3765
3.952560366460121,65.0,6.3765
3.9527391506272305,65.0,6.3765
3.9529179347943404,65.0,6.3765
3.95309671896145,65.0,6.3765
3.9532755031285594,65.0,6.3765
3.9534542872956693,65.0,6.3765
3.9536330714627788,65.0,6.3765
3.9538118556298882,65.0,6.3765
3.953990639796998,65.0,6.3765
3.9541694239641076,65.0,6.3765
3.9543482081312176,65.0,6.3765
3.954526992298327,65.0,6.3765
3.9547057764654365,65.0,6.3765
3.9548845606325465,65.0,6.3765
3.955063344799656,65.0,6.3765
3.9552421289667654,65.0,6.3765
3.9554209131338753,65.0,6.3765
3.955599697300985,65.0,6.3765
3.9557784814680947,65.0,6.3765
3.9559572656352042,65.0,6.3765
3.9561360498023137,65.0,6.3765
3.9563148339694236,65.0,6.3765
3.956493618136533,65.0,6.3765
3.956672402303643,65.0,6.3765
3.9568511864707525,65.0,6.3765
3.957029970637862,65.0,6.3765
3.957208754804972,65.0,6.3765
3.9573875389720814,65.0,6.3765
3.957566323139191,65.0,6.3765
3.957745107306301,65.0,6.3765
3.9579238914734103,65.0,6.3765
3.95810267564052,65.0,6.3765
3.9582814598076297,65.0,6.3765
3.958460243974739,65.0,6.3765
3.958639028141849,65.0,6.3765
3.9588178123089586,65.0,6.3765
3.958996596476068,65.0,6.3765
3.959175380643178,65.0,6.3765
3.9593541648102875,65.0,6.3765
3.9595329489773974,65.0,6.3765
3.959711733144507,65.0,6.3765
3.9598905173116163,65.0,6.3765
3.9600693014787263,65.0,6.3765
3.9602480856458357,65.0,6.3765
3.9604268698129457,65.0,6.3765
3.960605653980055,65.0,6.3765
3.9607844381471646,65.0,6.3765
3.9609632223142746,65.0,6.3765
3.961142006481384,65.0,6.3765
3.9613207906484935,65.0,6.3765
3.9614995748156034,65.0,6.3765
3.961678358982713,65.0,6.3765
3.961857143149823,65.0,6.3765
3.9620359273169323,65.0,6.3765
3.962214711484042,65.0,6.3765
3.9623934956511517,65.0,6.3765
3.962572279818261,65.0,6.3765
